x y iters solved
1.5697963267948967 -0.001 -1 False
1.6100731556870735 -0.001 -1 False
1.6503499845792504 -0.001 -1 False
1.690626813471427 -0.001 -1 False
1.730903642363604 -0.001 -1 False
1.7711804712557808 -0.001 -1 False
1.8114573001479577 -0.001 -1 False
1.8517341290401346 -0.001 -1 False
1.8920109579323112 -0.001 -1 False
1.932287786824488 -0.001 -1 False
1.972564615716665 -0.001 -1 False
2.012841444608842 -0.001 -1 False
2.0531182735010187 -0.001 -1 False
2.0933951023931954 -0.001 -1 False
2.1336719312853725 -0.001 -1 False
2.173948760177549 -0.001 -1 False
2.214225589069726 -0.001 -1 False
2.254502417961903 -0.001 -1 False
2.2947792468540795 -0.001 -1 False
2.3350560757462566 -0.001 -1 False
2.3753329046384333 -0.001 -1 False
2.4156097335306104 -0.001 -1 False
2.455886562422787 -0.001 -1 False
2.4961633913149637 -0.001 -1 False
2.5364402202071408 -0.001 -1 False
2.5767170490993174 -0.001 -1 False
2.6169938779914945 -0.001 -1 False
2.657270706883671 -0.001 -1 False
2.697547535775848 -0.001 -1 False
2.737824364668025 -0.001 -1 False
2.7781011935602016 -0.001 -1 False
2.8183780224523787 -0.001 -1 False
2.8586548513445553 -0.001 -1 False
2.898931680236732 -0.001 -1 False
2.939208509128909 -0.001 -1 False
2.9794853380210857 -0.001 -1 False
3.019762166913263 -0.001 -1 False
3.0600389958054395 -0.001 -1 False
3.100315824697616 -0.001 -1 False
3.1405926535897932 -0.001 -1 False
1.5697963267948967 -0.10200000000000001 -1 False
1.6100731556870735 -0.10200000000000001 86 True
1.6503499845792504 -0.10200000000000001 54 True
1.690626813471427 -0.10200000000000001 -1 False
1.730903642363604 -0.10200000000000001 -1 False
1.7711804712557808 -0.10200000000000001 -1 False
1.8114573001479577 -0.10200000000000001 -1 False
1.8517341290401346 -0.10200000000000001 -1 False
1.8920109579323112 -0.10200000000000001 -1 False
1.932287786824488 -0.10200000000000001 -1 False
1.972564615716665 -0.10200000000000001 -1 False
2.012841444608842 -0.10200000000000001 -1 False
2.0531182735010187 -0.10200000000000001 -1 False
2.0933951023931954 -0.10200000000000001 -1 False
2.1336719312853725 -0.10200000000000001 -1 False
2.173948760177549 -0.10200000000000001 -1 False
2.214225589069726 -0.10200000000000001 -1 False
2.254502417961903 -0.10200000000000001 -1 False
2.2947792468540795 -0.10200000000000001 -1 False
2.3350560757462566 -0.10200000000000001 -1 False
2.3753329046384333 -0.10200000000000001 -1 False
2.4156097335306104 -0.10200000000000001 -1 False
2.455886562422787 -0.10200000000000001 -1 False
2.4961633913149637 -0.10200000000000001 -1 False
2.5364402202071408 -0.10200000000000001 -1 False
2.5767170490993174 -0.10200000000000001 -1 False
2.6169938779914945 -0.10200000000000001 -1 False
2.657270706883671 -0.10200000000000001 -1 False
2.697547535775848 -0.10200000000000001 -1 False
2.737824364668025 -0.10200000000000001 -1 False
2.7781011935602016 -0.10200000000000001 -1 False
2.8183780224523787 -0.10200000000000001 -1 False
2.8586548513445553 -0.10200000000000001 -1 False
2.898931680236732 -0.10200000000000001 -1 False
2.939208509128909 -0.10200000000000001 -1 False
2.9794853380210857 -0.10200000000000001 -1 False
3.019762166913263 -0.10200000000000001 -1 False
3.0600389958054395 -0.10200000000000001 -1 False
3.100315824697616 -0.10200000000000001 -1 False
3.1405926535897932 -0.10200000000000001 -1 False
1.5697963267948967 -0.203 -1 False
1.6100731556870735 -0.203 58 True
1.6503499845792504 -0.203 43 True
1.690626813471427 -0.203 34 True
1.730903642363604 -0.203 30 True
1.7711804712557808 -0.203 29 True
1.8114573001479577 -0.203 -1 False
1.8517341290401346 -0.203 -1 False
1.8920109579323112 -0.203 -1 False
1.932287786824488 -0.203 -1 False
1.972564615716665 -0.203 -1 False
2.012841444608842 -0.203 -1 False
2.0531182735010187 -0.203 -1 False
2.0933951023931954 -0.203 -1 False
2.1336719312853725 -0.203 -1 False
2.173948760177549 -0.203 -1 False
2.214225589069726 -0.203 -1 False
2.254502417961903 -0.203 -1 False
2.2947792468540795 -0.203 -1 False
2.3350560757462566 -0.203 -1 False
2.3753329046384333 -0.203 -1 False
2.4156097335306104 -0.203 -1 False
2.455886562422787 -0.203 -1 False
2.4961633913149637 -0.203 -1 False
2.5364402202071408 -0.203 -1 False
2.5767170490993174 -0.203 -1 False
2.6169938779914945 -0.203 -1 False
2.657270706883671 -0.203 -1 False
2.697547535775848 -0.203 -1 False
2.737824364668025 -0.203 -1 False
2.7781011935602016 -0.203 -1 False
2.8183780224523787 -0.203 -1 False
2.8586548513445553 -0.203 -1 False
2.898931680236732 -0.203 -1 False
2.939208509128909 -0.203 -1 False
2.9794853380210857 -0.203 -1 False
3.019762166913263 -0.203 -1 False
3.0600389958054395 -0.203 -1 False
3.100315824697616 -0.203 -1 False
3.1405926535897932 -0.203 -1 False
1.5697963267948967 -0.30400000000000005 -1 False
1.6100731556870735 -0.30400000000000005 56 True
1.6503499845792504 -0.30400000000000005 37 True
1.690626813471427 -0.30400000000000005 30 True
1.730903642363604 -0.30400000000000005 25 True
1.7711804712557808 -0.30400000000000005 23 True
1.8114573001479577 -0.30400000000000005 23 True
1.8517341290401346 -0.30400000000000005 22 True
1.8920109579323112 -0.30400000000000005 -1 False
1.932287786824488 -0.30400000000000005 -1 False
1.972564615716665 -0.30400000000000005 -1 False
2.012841444608842 -0.30400000000000005 -1 False
2.0531182735010187 -0.30400000000000005 -1 False
2.0933951023931954 -0.30400000000000005 -1 False
2.1336719312853725 -0.30400000000000005 -1 False
2.173948760177549 -0.30400000000000005 -1 False
2.214225589069726 -0.30400000000000005 -1 False
